#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
<div style="font-size:44px;line-height:2.0"><ruby>卒業<rt>そつぎょう</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">graduation; completion (of a course)</div><div style="font-size:12px;color:#a7aebb">frequency rank 676</div><hr><div style="font-size:22px;line-height:2.2">やっと<ruby>中学<rt>ちゅうがく</rt></ruby>を<b><ruby>卒業<rt>そつぎょう</rt></ruby></b>しました。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">At last, I graduated from junior high school.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>周<rt>まわ</rt></ruby>り</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">circumference; girth</div><div style="font-size:12px;color:#a7aebb">frequency rank 677</div><hr><div style="font-size:22px;line-height:2.2"><ruby>太陽<rt>たいよう</rt></ruby>は<ruby>地球<rt>ちきゅう</rt></ruby>の<b><ruby>周<rt>まわ</rt></ruby>り</b>を<ruby>回<rt>まわ</rt></ruby>ると<ruby>信<rt>しん</rt></ruby>じられていた。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">It was believed that the sun went around the earth.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>四<rt>し</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">number</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">four; 4</div><div style="font-size:12px;color:#a7aebb">frequency rank 678</div><hr><div style="font-size:22px;line-height:2.2"><ruby>四時<rt>よじ</rt></ruby><ruby>間<rt>ま</rt></ruby><ruby>以上<rt>いじょう</rt></ruby>も<ruby>歩<rt>ある</rt></ruby>きつづけています。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">I have been walking for over four hours.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::number rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>国民<rt>こくみん</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">people (of a country); nation; citizen</div><div style="font-size:12px;color:#a7aebb">frequency rank 679</div><hr><div style="font-size:22px;line-height:2.2"><b><ruby>国民<rt>こくみん</rt></ruby></b><ruby>全体<rt>ぜんたい</rt></ruby>が<ruby>大<rt>おお</rt></ruby>きな<ruby>変化<rt>へんか</rt></ruby>を<ruby>望<rt>のぞ</rt></ruby>んでいる。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">The country at large is hoping for great changes.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>大統領<rt>だいとうりょう</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">president (of a country)</div><div style="font-size:12px;color:#a7aebb">frequency rank 680</div><hr><div style="font-size:22px;line-height:2.2"><b><ruby>大統領<rt>だいとうりょう</rt></ruby></b>は<ruby>思<rt>おも</rt></ruby>わず<ruby>笑<rt>わら</rt></ruby>ってしまった。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">The president laughed in spite of himself.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>宇宙<rt>うちゅう</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">universe; cosmos; space</div><div style="font-size:12px;color:#a7aebb">frequency rank 681</div><hr><div style="font-size:22px;line-height:2.2">アメリカは<b><ruby>宇宙<rt>うちゅう</rt></ruby></b><ruby>技術<rt>ぎじゅつ</rt></ruby>において<ruby>進<rt>すす</rt></ruby>んでいる。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">America is ahead in space technology.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>対策<rt>たいさく</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">measure; step; countermeasure</div><div style="font-size:12px;color:#a7aebb">frequency rank 682</div><hr><div style="font-size:22px;line-height:2.2">これは<ruby>有効<rt>ゆうこう</rt></ruby>な<ruby>犯罪<rt>はんざい</rt></ruby><ruby>防止<rt>ぼうし</rt></ruby><b><ruby>対策<rt>たいさく</rt></ruby></b>だ。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">This is an effective remedy for crime.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>少女<rt>しょうじょ</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">girl (usu. between 7 and 17); young lady</div><div style="font-size:12px;color:#a7aebb">frequency rank 683</div><hr><div style="font-size:22px;line-height:2.2"><b><ruby>少女<rt>しょうじょ</rt></ruby></b>たちは<ruby>並<rt>なら</rt></ruby>んで<ruby>座<rt>すわ</rt></ruby>っていました。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">The girls were sitting side by side.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>時点<rt>じてん</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">point in time; occasion</div><div style="font-size:12px;color:#a7aebb">frequency rank 684</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼<rt>かれ</rt></ruby>らは<ruby>多<rt>おお</rt></ruby>くの<ruby>労働<rt>ろうどう</rt></ruby><ruby>者<rt>しゃ</rt></ruby>たちをその<b><ruby>時点<rt>じてん</rt></ruby></b>で<ruby>一時<rt>いちじ</rt></ruby><ruby>解雇<rt>かいこ</rt></ruby>した。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">They laid off many workers at that point.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>村<rt>むら</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">village</div><div style="font-size:12px;color:#a7aebb">frequency rank 685</div><hr><div style="font-size:22px;line-height:2.2">その<b><ruby>村<rt>むら</rt></ruby></b>はますます<ruby>住<rt>す</rt></ruby>みにくくなるだろう。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">It will become more and more difficult to live in the village.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>正直<rt>しょうじき</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">na-adjective</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">honest; frank; candid</div><div style="font-size:12px;color:#a7aebb">frequency rank 686</div><hr><div style="font-size:22px;line-height:2.2"><b><ruby>正直<rt>しょうじき</rt></ruby></b>に<ruby>言<rt>い</rt></ruby>って<ruby>彼<rt>かれ</rt></ruby>は<ruby>信頼<rt>しんらい</rt></ruby>できない。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Honestly, I can't trust him.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::na-adjective rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>皆<rt>みな</rt></ruby>さん</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">all; everyone; everybody</div><div style="font-size:12px;color:#a7aebb">frequency rank 687</div><hr><div style="font-size:22px;line-height:2.2"><b>みなさん</b>、<ruby>落<rt>お</rt></ruby>ち<ruby>着<rt>つ</rt></ruby>いてください。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Please keep yourselves calm.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>真<rt>しん</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">truth; reality; genuineness</div><div style="font-size:12px;color:#a7aebb">frequency rank 688</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼<rt>かれ</rt></ruby>の<b><ruby>真<rt>しん</rt></ruby></b>のねらいを<ruby>理解<rt>りかい</rt></ruby>できない。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">I fail to understand his true aim.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>肉<rt>にく</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">flesh</div><div style="font-size:12px;color:#a7aebb">frequency rank 689</div><hr><div style="font-size:22px;line-height:2.2"><ruby>冷蔵庫<rt>れいぞうこ</rt></ruby>には<b><ruby>肉<rt>にく</rt></ruby></b>は<ruby>残<rt>のこ</rt></ruby>っていません。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">There is no meat left in the fridge.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0">かかる</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">verb</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">to take (a resource, e.g. time or money)</div><div style="font-size:12px;color:#a7aebb">frequency rank 690</div><hr><div style="font-size:22px;line-height:2.2"><ruby>手数料<rt>てすうりょう</rt></ruby>は３パーセント<b>かかり</b>ます。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">We charge a commission of 3%.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::verb rank::0501-1000
<div style="font-size:44px;line-height:2.0">どちら</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">pronoun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">which way; which direction; where</div><div style="font-size:12px;color:#a7aebb">frequency rank 691</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼<rt>かれ</rt></ruby>らのうち<b>どちら</b>がうまく<ruby>歌<rt>うた</rt></ruby>えるでしょうか？</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Which of them can sing better?</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::pronoun rank::0501-1000
<div style="font-size:44px;line-height:2.0">なんと</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">adverb</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">what; how</div><div style="font-size:12px;color:#a7aebb">frequency rank 692</div><hr><div style="font-size:22px;line-height:2.2"><b>なんと</b><ruby>不思議<rt>ふしぎ</rt></ruby>な<ruby>偶然<rt>ぐうぜん</rt></ruby>の<ruby>一致<rt>いっち</rt></ruby>だろう。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">What a coincidence!</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::adverb rank::0501-1000
<div style="font-size:44px;line-height:2.0">コメント</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">comment</div><div style="font-size:12px;color:#a7aebb">frequency rank 693</div><hr><div style="font-size:22px;line-height:2.2"><b>コメント</b>を<ruby>用意<rt>ようい</rt></ruby>してきてください。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Please come prepared to provide your comments.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0">トップ</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">top</div><div style="font-size:12px;color:#a7aebb">frequency rank 694</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>試験<rt>しけん</rt></ruby>に<b>トップ</b>で<ruby>合格<rt>ごうかく</rt></ruby>した。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">She passed first in the exam.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>以降<rt>いこう</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">on and after; from ... onward; since</div><div style="font-size:12px;color:#a7aebb">frequency rank 695</div><hr><div style="font-size:22px;line-height:2.2"><ruby>九時<rt>くじ</rt></ruby><b><ruby>以降<rt>いこう</rt></ruby></b>はテレビを<ruby>見<rt>み</rt></ruby>ないことにしている。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">I make it a rule not to watch television after nine o'clock.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>価格<rt>かかく</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">price; value; cost</div><div style="font-size:12px;color:#a7aebb">frequency rank 696</div><hr><div style="font-size:22px;line-height:2.2"><ruby>過去<rt>かこ</rt></ruby>５<ruby>年間<rt>ねんかん</rt></ruby><b><ruby>価格<rt>かかく</rt></ruby></b>を<ruby>上<rt>あ</rt></ruby>げてません。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">We haven't had a price increase in the last five years.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>学<rt>がく</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">learning; scholarship; study</div><div style="font-size:12px;color:#a7aebb">frequency rank 697</div><hr><div style="font-size:22px;line-height:2.2"><ruby>少年<rt>しょうねん</rt></ruby><ruby>老<rt>お</rt></ruby>い<ruby>易<rt>やす</rt></ruby>く<b><ruby>学<rt>がく</rt></ruby></b><ruby>成<rt>な</rt></ruby>り<ruby>難<rt>がた</rt></ruby>し。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Art is long, time is fleeting.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>差<rt>さ</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">difference; variation</div><div style="font-size:12px;color:#a7aebb">frequency rank 698</div><hr><div style="font-size:22px;line-height:2.2">それは<ruby>大変<rt>たいへん</rt></ruby>な<b><ruby>差<rt>さ</rt></ruby></b>である。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">It makes all the difference.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>息子<rt>むすこ</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">son</div><div style="font-size:12px;color:#a7aebb">frequency rank 699</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼女<rt>かのじょ</rt></ruby>はひどく<ruby>心配<rt>しんぱい</rt></ruby>して<b><ruby>息子<rt>むすこ</rt></ruby></b>を<ruby>待<rt>ま</rt></ruby>っていた。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">She was waiting for her son with great anxiety.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>明<rt>あき</rt></ruby>らか</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">na-adjective</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">clear; obvious; evident</div><div style="font-size:12px;color:#a7aebb">frequency rank 700</div><hr><div style="font-size:22px;line-height:2.2"><b><ruby>明<rt>あき</rt></ruby>らか</b>に<ruby>全員<rt>ぜんいん</rt></ruby><ruby>出席<rt>しゅっせき</rt></ruby>しているように<ruby>見<rt>み</rt></ruby>えました。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">It clearly looked as if everyone was present.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::na-adjective rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>楽<rt>らく</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">comfort; ease; relief</div><div style="font-size:12px;color:#a7aebb">frequency rank 701</div><hr><div style="font-size:22px;line-height:2.2">この<ruby>飛行機<rt>ひこうき</rt></ruby>は<b><ruby>楽<rt>らく</rt></ruby></b>に４００<ruby>人<rt>にん</rt></ruby><ruby>運<rt>はこ</rt></ruby>ぶことができる。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">This airplane accommodates 400 passengers quite comfortably.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>消費<rt>しょうひ</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">consumption; expenditure; spending</div><div style="font-size:12px;color:#a7aebb">frequency rank 702</div><hr><div style="font-size:22px;line-height:2.2"><ruby>日本<rt>にっぽん</rt></ruby>は<ruby>紙<rt>かみ</rt></ruby>を<ruby>大量<rt>たいりょう</rt></ruby>に<b><ruby>消費<rt>しょうひ</rt></ruby></b>する。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Japan consumes a lot of paper.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>火<rt>ひ</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">fire; flame; blaze</div><div style="font-size:12px;color:#a7aebb">frequency rank 703</div><hr><div style="font-size:22px;line-height:2.2">それを<ruby>取<rt>と</rt></ruby>ってきてそして<b><ruby>火<rt>ひ</rt></ruby></b>に<ruby>入<rt>い</rt></ruby>れて<ruby>下<rt>くだ</rt></ruby>さい。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Get it and put it on the fire.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>犯罪<rt>はんざい</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">crime; offence; offense</div><div style="font-size:12px;color:#a7aebb">frequency rank 704</div><hr><div style="font-size:22px;line-height:2.2"><ruby>彼<rt>かれ</rt></ruby>はその<b><ruby>犯罪<rt>はんざい</rt></ruby></b>に<ruby>関<rt>かん</rt></ruby>して<ruby>無罪<rt>むざい</rt></ruby>だった。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">He was innocent of the crime.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>監督<rt>かんとく</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">supervision; control; superintendence</div><div style="font-size:12px;color:#a7aebb">frequency rank 705</div><hr><div style="font-size:22px;line-height:2.2"><b><ruby>監督<rt>かんとく</rt></ruby></b>に<ruby>従<rt>したが</rt></ruby>って<ruby>行動<rt>こうどう</rt></ruby>しなくてはいけない。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">You must act under the leadership of your supervisor.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>素晴<rt>すば</rt></ruby>らしい</div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">i-adjective</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">wonderful; splendid; magnificent</div><div style="font-size:12px;color:#a7aebb">frequency rank 706</div><hr><div style="font-size:22px;line-height:2.2"><ruby>要<rt>よう</rt></ruby>するに、そのパーティーはすばらしかった。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">In brief, the party was splendid.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::i-adjective rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>経営<rt>けいえい</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">management; administration; operation</div><div style="font-size:12px;color:#a7aebb">frequency rank 707</div><hr><div style="font-size:22px;line-height:2.2">ＡＢＣジャパンの<b><ruby>経営<rt>けいえい</rt></ruby></b>チームにようこそ。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">Welcome to the management team at ABC Japan.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
<div style="font-size:44px;line-height:2.0"><ruby>船<rt>ふね</rt></ruby></div><div style="font-size:13px;color:#8b93a3;letter-spacing:.06em">noun</div>	<div style="font-size:24px;color:#14532d;margin-bottom:6px">ship; boat; watercraft</div><div style="font-size:12px;color:#a7aebb">frequency rank 708</div><hr><div style="font-size:22px;line-height:2.2"><b><ruby>船<rt>ふね</rt></ruby></b>はまもなく<ruby>見<rt>み</rt></ruby>えなくなった。</div><div style="font-size:16px;color:#5b6472;font-style:italic;margin-top:10px">A ship was out of sight soon.</div><div style="font-size:10px;color:#c9cfd9;margin-top:18px">Sentence: Tatoeba / Tanaka Corpus (CC BY 2.0 FR) &middot; Definition: JMdict, EDRDG (CC BY-SA 4.0)</div>	pos::noun rank::0501-1000
